"Yok muhasabah diri yok. Ojo nyalahne pemerintah terus. Bareng2 melawan corona. Mencegah lebih baik daripada mengobati. Banyakin ngaji, banyakin shalawat. Doain semua warga Indonesia selamet. #Covid_19 #LawanCoronaBersama",pos
"Yok muhasabah diri yok. Ojo nyalahne pemerintah terus. Bareng2 melawan corona. Mencegah lebih baik daripada mengobati. Banyakin ngaji, banyakin shalawat. Doain semua warga Indonesia selamet. #Covid_19 #LawanCoronaBersama",pos
"Yg pertama karena org"" Indonesia banyak yg menyepelekan nya, yg kedua pemerintah kurang tegas dan kurang sigap dalam menangani covid - 19 ini",neg
"Yg pertama karena org"" Indonesia banyak yg menyepelekan nya, yg kedua pemerintah kurang tegas dan kurang sigap dalam menangani covid - 19 ini",neg
"Yg perlu disalahkan bukan kang angkotnya, tapi pemerintah dan menkes, mereka tidak memberikan edukasi yang baik pada masyarakat tentang bahaya covid-19 dan penanggulangannya. Jangan salahkan mereka ngeyel, itu karma karena pemerintah ngeyel bhw Indonesia bebas virus.",neg
"Yg perlu disalahkan bukan kang angkotnya, tapi pemerintah dan menkes, mereka tidak memberikan edukasi yang baik pada masyarakat tentang bahaya covid-19 dan penanggulangannya. Jangan salahkan mereka ngeyel, itu karma karena pemerintah ngeyel bhw Indonesia bebas virus.",neg
yg pasti gabakal milih lockdown karna bakal bikin dampak negatif yg besar bgt salah satunya krisis moneter yg bs lebih dr th 98,pos
"yg ngehastag lockdown2 mending dicari tau dan dibaca dl dampak dr lockdown tsb , ga smudah itu lockdown2 . cmiiw",pos
"Yg menyarankan lockdown suruh melihat Negara lain,jgn cuma ngomong,dampak dari kebijakan akan sangat luas..saat ini yg dibutuhkan saling menguatkan bukan saling menghujat dan memprovokasi seolah pemerintah tdk mampu,mari kita semua Rakyat dukung dan ikuti arahan Pemerintah sj.",pos
Yg masalah besar itu pemerintah pusat tidak berani utk Lockdown Negara Indonesia.  Mencegah Penyebar luasan Virus Covid-19. Kami berharap. Bapak presiden bisa tegas dlam mengatsi. Lockdown secepatnya. Demi menyelamatkan Nyawa Rakyat indonesia. Pancasila abadi,neg
yg koar koar lockdown hanya oposisi yg tdk memikirkan dampak nya.tetapi setelah terjadi dampak nya sangat buruk mereka akan menghujat ber silid silid #DukungJokowiBasmiCorona,pos
"Yg harus dikerjakan oleh Pemerintah..selain mengobati yg terkena Covid-19, juga Mencari para Ahli ilmuwan Bikin vaksin. Dan kehidupan rakyat yg kena dampak..program lockdown. Secara palarel mengocorkan bantuan untuk slm di lockdown.  Bgtulah kira""  *Dari Rakyat untuk rakyat.*",neu
"Yg harus dikerjakan oleh Pemerintah..selain mengobati yg terkena Covid-19, juga Mencari para Ahli ilmuwan Bikin vaksin. Dan kehidupan rakyat yg kena dampak..program lockdown. Secara palarel mengocorkan bantuan untuk slm di lockdown.  Bgtulah kira""  *Dari Rakyat untuk rakyat.*",neu
"Yg dari kmrn minta lockdown, gua tau lu pengen negara ricuh, org miskin kelaparan, banyak org jd stres, semoga lu mati duluan  Dampak Lockdown, Warga Miskin Malaysia Dikabarkan Mulai Kelaparan, Simak Faktanya https://batam.tribunnews.com/2020/03/23/dampak-lockdown-warga-miskin-malaysia-dikabarkan-mulai-kelaparan-simak-faktanyaÃ‚Â Ã¢â‚¬Â¦ lewat @tribunbatamku",pos
"Yg bikin porak poranda indonesia adalah badut2 politik yg haus kekuasaan, Bermai diatas derita virus corona,, congor2 yg menyudutkan pemerintah itu lebih bahaya dari #Covid_19  Saat nya sekarang bersatu lawan #Covid_19 #StopTunggangiCorona #DukungJokowiBasmiCoronapic.twitter.com/WzZ4m0ka6V",pos
"Yg bikin Indonesia kena virus Corona siapa @GunRomli ? sejak awal rakyat udah minta penerbangan dr dan ke China di hentikan tp pemerintah enggan karena takut pariwisata sepi, sampai di beri diskon lg, lu kemana? gk ada bela rakyat, bahkan sekarang covid-19 udah masuk kabinet nih.",neg
"yg bikin covid-19 cepet menyebar di Indonesia salah satunya orang-orang yg ngomong ""Gausah takut sama Corona, mati udah diatur Allah""  Pemerintah lagi gencar-gencar nya nanganin Virus ini, bacot masyarakatnya malah sampah.",pos
Yg berat kan pemerintah. Tanpa lockdown dampak saat ini sdh terasa. Polisi sdh represif di mana-mana. Belum diresmikan cm karna pemerintah takut keluar duitnya aja. Toh skrg malah buka rekening donasi.,neg
Yg akan (paling) merasakan dampak lockdown adalah masyarakat kecil.. ini akan memicu kekisruhan lainnya. Contoh saja india yg pemerintahnya saja meminta maaf kpd rakyat karena kurang optimal dalam kebijakan lockdown.,neg
Yg akan (paling) merasakan dampak lockdown adalah masyarakat kecil.. ini akan memicu kekisruhan lainnya. Contoh saja india yg pemerintahnya saja meminta maaf kpd rakyat karena kurang optimal dalam kebijakan lockdown.,neg
"Yes Dok. Semoga masyarakat Indonesia bisa lebih dewasa dalam menyikapi banyak hal. Mari dukung nakes yang sibuk merawat sodara2 kita, jgn dijauhi Juga mari dukung pemerintah Negara lain juga saling dukung, jgn sampai kita menghujat semua yang sedang berjuang atasi COVID 19 https://twitter.com/tirta_hudhi/status/1245337235160875008Ã‚Â Ã¢â‚¬Â¦",pos
"Yaudah selesai cuma mau ngasih tau aja kalo misal nya di lockdown tapi dari atas nya cuma nyuruh aja, kita malah kena dampak nya bisa mati kelaparan. Ikutin aja gimana aturan nya yang penting kita bisa bawa badan dan pulang bawa uang buat keluarga makan :)",pos
"Yaudah lockdown parsial (terbatas) dirumah dia aja kalau rekomendasinya 6 bulan mah, biar rasain dampak dari omongannya sendiri ",pos
"Yaudah lockdown parsial (terbatas) dirumah dia aja kalau rekomendasinya 6 bulan mah, biar rasain dampak dari omongannya sendiri ",pos
Yang terhormat @cabernetmerlott  Kebijakan pemerintah yang salah adalah ketika virus nCoV / Corona / Covid-19 merebak malah membuat kebijakan Insentif Pariwisata. Wisatawan asing yg datang ada kemungkinan membawa virus tersebut sehingga menular di Indonesia. @arielcrows,neg
Yang terhormat @cabernetmerlott  Kebijakan pemerintah yang salah adalah ketika virus nCoV / Corona / Covid-19 merebak malah membuat kebijakan Insentif Pariwisata. Wisatawan asing yg datang ada kemungkinan membawa virus tersebut sehingga menular di Indonesia. @arielcrows,neg
"Yang terdampak maksudnya gimana pak @jokowi. Bukan kah rata"" seluruh Provinsi dan Kabupaten Kota di Indonesia Sudah terdampak. Apa mesti kebijakan2 bapak baru bisa kami harus terkena wabah Covid-19 baru kebijakan Pemerintah baru bisa nikmati.? Lalu apa gunanya Stay At Home?",neg
Yang suruh lockdown pasti orang2 yang tidak tau dampak sebenernya buat diri mereka sendiri. Ikutin aja dulu arahan pemerintah dengan benar.,pos
Yang sangat terlihat jelas dari penanganan Covid-19 di Indonesia adalah bacotnya pejabat pemerintah pusat,neg
"Yang sangat disayangkan, ditengah makin merebaknya covid 19, merebak juga cela'an dan kritik"" yang cenderung tidak membangun pada pemerintah ... Padahal itu semua bisa mengganggu bangkitnya IHSG yang sedang lemah. Yang pada akhirnya berdampak pada pertumbuhan ekonomi Indonesia.",pos
"Yang pasti kekompakan  Pemerintah dan rakyat Italia menghadapi wabah Covid 19 tanpa BUMBU AGAMA. Beda dengan kita Indonesia,...semu karena ulah Kadal Gurun !!",pos
"Yang pasti berharap Indonesia terbebas dari Covid-19..   Tapi harapanku tak sebatas itu, pemerintah yang semakin berbenah, transportasi umum yang semakin maju, semua masyarakat bisa merasakan kecukupan, kemudahan dalam berpendidikan, hilangnya budaya patriarki, and so on",neu
Yang mengkritik kebijakan pemerintah soal pandemi covid-19 ini sebetulnya maunya apa sih..? Punya kebijakan apa yg cocok buat solusi di Indonesia. Mbok ya o bikin trus dipaparkan ke pemerintah. Tpi hitung2an biaya dan resiko juga sekalian ya. Jgn asal usul doang.,pos
"Yang masih nyalah2in pemerintah Indonesia, bisa dibaca lah ini. I think all Govt will always do the best for their country, tapi ya memang semuanya pasti kewalahan dengan membludaknya pasien kasus Covid-19, belum lagi pasien dengan penyakit lain. https://twitter.com/OdongGyu/status/1243330022301024257Ã‚Â Ã¢â‚¬Â¦",pos
"Yang masih berani krn tidak taÃ¢â‚¬â„¢u malu mengkritik Pemerintah menangani COVID-19 hanya barisan  sakit hati  kadrun2 busuk yg tidak pernah mengaca diri X sudah ada kutil diotaknya yg jauh lebih berbahaya dari Virus Corona, mari bersama bekerja menyongsong Indonesia Maju MERDEKA",pos
"Yang harus didemo tuh bukan Gubernur, tapi perusahaan tempat bekerja yang gak taat kebijakan pemerintah. Kalian yang kemaren koar koar lockdown skg kena dampak nya nyalahin lagi",pos
Yang gue heran nih masa iya indonesia banyak ilmuan banyak universitas fakultas  kedokteran masa ga bisa ngatasin covid 19 secara  merata.. bukan saya nyalahin pemerintah .. pokoknya aneh lah birokrasi indonesia ini #LockDownNasionalSerentak,neg
Yang disayangkan dalam situasi kaya gini tuh pemerintah ga transparansi soal keadaan saat ini. Dan media juga ga ngebantu ngasih informasi tentang dampak positif dan negatif 'lockdown' disuatu daerah/negara,neg
"yang dibutuhkan Indonesia saat ini adalah dukungan moril seluruh rakyat buat para gugus depan dan pemerintah baik itu pusat maupun daerah, Insya Allah,,, semua keptusan pemerintah bisa meredam sebaran covid 19.",pos
"Yang artinya, pandemi Covid-19 di Indonesia masih terus berlanjut. Pemerintah mening gosah tutup-tutupan deh. https://twitter.com/CNNIndonesia/status/1247091411578523648Ã‚Â Ã¢â‚¬Â¦",neg
"yang ada di otak pemerintah indonesia harus selalu rank 1!! bener dongg, indonesia rank 1 kematian akibat covid-19 se-asia tenggara https://twitter.com/alzamfauzan/status/1240976448657084417Ã‚Â Ã¢â‚¬Â¦",neg
Yakinkah kita dengan data pemerintah mengenai jumlah postif covid 19 di Indonesia,neg
"YAKIN Pemerintah TIDAK AKAN MAMPU mengelola lockdown... Jutaan yg kena dampak nye klo lockdown sprti italy.  Formulasi ""lockdown"" yg tepat untuk pencegahan.  CC pak @aniesbaswedan @msaid_didu @RamliRizal  Woy pak @fadlizon Darurat, Indonesia butuh pemimpinhttps://twitter.com/zarazettirazr/status/1238848883746172928?s=19Ã‚Â Ã¢â‚¬Â¦",neg
Yakin neh Jokowi telah pelajari #Lockdown #LockdownNow #COVID19   [Jokowi beralasan telah mempelajari karakter hingga dampak sejumlah negara di dunia yang melakukan lockdown] http://cnn.id/486338Ã‚Â ,neg
"Yaa. Kita memang tidak siap. Rantai komando informasi gak jalan. Pemerintah Pusat dan Daerah jalan sendiri2.  Dari segi ekonomi, banyak rakyat Indonesia yang kerja harian, kalau gak kerja ya gak makan.  Semoga Covid-19 segera berakhir dan berlalu. Aamiin.",neg
Yaa gimana kalau gagal? Lebih baik mencegah daripada mengobati. Lebih baik menyiapkan Plan B! Jangan pernah menggampangkan suatu masalah... Kesalahan pertama Pemerintah Indonesia terhadap Covid-19 adalah meremehkan masalah. Jangan sampai terulang!!!,neg
"Yaa Allah.. smg tdk terjadi di Indonesia.. smg Pemerintah Pusat segera ""sadar"" dan bergerak cepat menangani ini.. satu nyawa sj sangat berharga. Jangan lg katakan covid 19 tdk tahan cucaca di indonesia..  apa yg tjd d Ekuador adlh keadaanya nyata.. tropis, lembab dan byk yg tewas",neg
"Ya makanya itu pemerintah gk mau sembarangan ambil jalan lockdown... karena untuk menjalankan lockdown, harus dipikirkan gmana membantu rakyat yang terkena dampak lockdown..dan itu tidak mudah... bantuan sosial? Ingat waktu gempa lokal kmrn banyak bantuan kmnsiaan yang di rampas",pos
"ya jangan salahin pemerintah juga dong, perusahan yg tidak mentaati peraturan pemerintah, kemaren pda minta lockdown trending, skg ada dampak nya dri aturan itu komplen juga...",pos
Ya inilah mungkin efek ketidaksiapan pemerintah dari awal untuk mencegah virus COVID-19 masuk ke Indonesia. Apalagi dalam penanganan masih amburadul didaerah2. Semoga semuanya berakhir dan kembali seperti semula ,neg
Ya harus siap lah kur.. cara paling efektif walau dampak ekonominya gde.. Lockdown is in effect di semua negara yang suspect coronanya tinggi..,neg
"Ya harus pake peraturan yg ada undang2nya. Trus setelah itu setiap warga negara yg terkena dampak psbb atau lockdown, kebutuhan hidup sehari hari ditanggung pemerintah.  Itu tepat",neu
"Ya harus pake peraturan yg ada undang2nya. Trus setelah itu setiap warga negara yg terkena dampak psbb atau lockdown, kebutuhan hidup sehari hari ditanggung pemerintah.  Itu tepat",neu
"Ya emang harus ada yg dikorbankan gak sih? Italy lockdown juga pasti govt-nya udah mikir dampak multidimensinya tmsk ekonomi.  Apapun pertimbangannya, kalaupun benar merely krn takut ekonomi knp2, otak gue beneran ga bs proses bahwa uang prevails over nyawa manusia. Sad.",neg
Ya bukan Indonesia kl g seenaknya.kan kalo kena tinggal nyalahin pemerintah dengan alasan g mampu menanggulangi covid-19 #WelcomeToIndonesia,pos
"Ya beri intruksi pd sluruh kpl Daerah pak Jokowi.. Agar mrk turun ke warga/tiap kelurahan tuk beri Arahan & beri masker, Vit dll Tuk Daya Tahan Tubuh warga tetap fit. itu Antisipasi pak Bkn lockdown, Trans JKT jamNya di kurangi  gk ada dampak apa"" justru buat warga cek cok",neu
"ya beda bro Indo dilockdown dampak buat megara bisa sgt besar terutama dari sisi ekonomi negara.  kalo negara maju diluar sama bisa nerapin lockdown karna stabilitas ekonomi mereka pada oke, Indo saat ini ga memungkinkan untuk lockdown negara full.",pos
"Ya ampun, semoga pemerintah bisa menyadari ini dan bisa memberikan penggantian Alat Uji COVID-19 dengan yang berstandar WHO. @KemenkesRI @BNPB_Indonesia https://twitter.com/tempodotco/status/1242024511140053022Ã‚Â Ã¢â‚¬Â¦",neu
Ya Allah... Korban semakin meningkat... Jika pemerintah  tidak tegas juga untuk mengeluarkan kebijakan lockdown. Maka 1/4 juta Penduduk RI Akan Meninggal karena Covid 19 kata para ahli. China aja mau lockdown jilid 2!!! Indonesia kpiye? Na'udzubillah https://youtu.be/wxg2jdmQJtUÃ‚Â ,neg
Ya Allah ...! Apa tindakan Pemerintah agar Covid-19 tidak menyebar luas? Hanya memperbanyak Test dan Himbauan jaga jarak serta diam dirumah? Sedangkan penyebaran penularan nya lebih cepat dan tambah banyak lagi. Mau nunggu hingga semua rakyat Indonesia terjangkit? Cc. @jokowi,neg
Wow...berarti pemerintah berbohong. Data yang di sampaikan adalah palsu. Pantesan beberapa negara menghimbau untuk warga negaranya keluar dari Indonesia. Mungkin pak @karniilyas bisa angkat dalam diskusi @ILCtv1 . Menguak pemalsuan data Covid 19,neg
"Wow, minta lockdown, Siap nggak ikutan tanggungjawab dampak resiko lockdown? Jgn cmn Teriak2 lockdown trus ada chaos situ cmn bilang "" ITU urusan pemerintah"".",pos
"Woi rakyat Indonesia, jangan sekali sekali meremehkan wabah covid--19, lihat Amerika pontang panting, jadi tolong sebulan ke depan patuh kpd anjuran pemerintah, jika harus mencari nafkah lakukan dengan hati hati, memakai masker, ambil jarak aman dan tetap waspada, ini ujian kita.",pos
"Woi rakyat Indonesia, jangan sekali sekali meremehkan wabah covid--19, lihat Amerika pontang panting, jadi tolong sebulan ke depan patuh kpd anjuran pemerintah, jika harus mencari nafkah lakukan dengan hati hati, memakai masker, ambil jarak aman dan tetap waspada, ini ujian kita.",pos
"Wkwkwk dikira ga berharap, lagian berharap ke pemerintah tapi ko ga dukung pemerintah buat ngambil langkah ya gimana ya, udah ditonton aja videonya biar tau dampak lockdown tuh gimana ke keseluruhnya bukan ke satu pihak",pos
"Wkwkw dia pikir omnibus law bukan suatu urgensi di tengah2 pandemic seperti ini? Dampak apa yg dihasilkan, bla bla. Justru mempermasalahkan Lockdown yg sudah diterapkan dan works di beberapa negara. Sungguh sangat pintar aliansi shinobi yg ga ngerti gimana caranya ninjutsu ini.",neg
"Wkwkw dia pikir omnibus law bukan suatu urgensi di tengah2 pandemic seperti ini? Dampak apa yg dihasilkan, bla bla. Justru mempermasalahkan Lockdown yg sudah diterapkan dan works di beberapa negara. Sungguh sangat pintar aliansi shinobi yg ga ngerti gimana caranya ninjutsu ini.",neg
"WHO sdh jelasin ""bukti sejauh ini,virus COVID-19 DAPAT ditularkan di SEMUA AREA,termasuk daerah dgn cuaca panas dan lembab.""  Sudahlah ga usah ada lagi(lembaga2 pemerintah)bikin ""thread"" mcm2.stop polemik ga jelas!  @BNPB_Indonesia @KemenkesRI @DivHumas_Polri @jokowi @setkabgoidpic.twitter.com/moIB7r6jvo",neg
"Well..klo gw gak setuju lockdown..just isolate urself at home..dampak nya terlalu luas kalo lockdown, please think clear about it..",pos
"Welcome to indonesia Padahal dari dulu kita sering sekali memakai peribahasa ""Sedia payung sebelum Hujan"". Tapi aku heran, kenapa pemerintah kita ga menerapkan Peribahasa itu dalam menanggulangi COVID-19 ??? #WelcomeToIndonesia",neg
Warga twitter yang kusayang. Kita menyadari masih banyaknya kekurangan pada pemerintah kita dalam mengatasi wabah covid-19 ini. Kalau pemerintah kita memang serius harusnya Indonesia sudah lockdown lebih dini. Mereka yang dari luar negeri masih bisa berkunjung ke Indonesia. pic.twitter.com/t5YEHA0gbQ,neg
"Warga twitter simpati dgn banyaknya karyawan yg di PHK karena dampak corona. Kemarin kemarin minta lockdown, bilangnya Ã¢â‚¬Å“buruan lockdown jangan korbanin nyawa masyarakatÃ¢â‚¬Â, sekarang malah nyalahin presiden. Gimana si?",pos
"Warga Indonesia bukan stress karna mikirin covid_19, tapi mikirin pemerintah nya yg ga tegas dan ga satu suara.",neg
"warga indo di lckdwn aj bingung, warga korea tanpa pemerintah ngasi kebijakan buat lckdwn aja mereka udh sadar diri, bener kata seorang pasien suspect covid-19 ""Indonesia terlalu sombong utk menghadapi virus ini, disaat negara lain menangggapi serius, indo malah dibuat becandaan""",neg
"Walaupun sdh ada bbrp langkah strategis diambil pemerintah, tp tetep blom ada titik terang u/ Covid-19 di Indonesia. ODP PDP atau bahkan org dipinggir jalan banyak yg diberitakan meninggal dlan without proper care.. Bener2 syedih n khawatir..",pos
"Wajar sih negara abai sama wacana lockdown, krn memang dampak dr lockdown akan sgt sgt terasa bagi perekonomian negara, ga di lockdown aja dollar melejit gitu..",neu
"Wahai masyarakat Indonesia !! Yang masih nengabaikan himbauan pemerintah ttg Covid-19 Inget aja makna dari  'MENCEGAH LEBIH BAIK DARIPADA MENGOBATI', 'SEDIA PAYUNG SEBELUM HUJAN'",pos
"Wahai kalian yang meminta lockdown, Kami org kecil, Terasa betul dampak Ekonomi dari permasalahan ini. Faham juga bahaya penyakit, tapi meski dirumah aja, ada beban spp sekolah yg harus dibayar meski anak drmh aja, listrik dan pokok lainya.",pos
"Wah, tdk disngkah politisi sprti Andi Arief, sngt dungu..kau bikin malu Demokrat aja Andi Arief...kau tdk paham sama sekali dampak buruk yg sngt besar yg ditimbulkan jika pemerintah menerapkan lockdown...kmu benar-2 politisi yg sngt dungu...",pos
"Wah, ini malah nambah masalah. Saat ini bukan saatnya nyinyir. Bukankah pemerintah sudah menghimbau rakyat indonesia untuk bersatu dan bergotongroyong melawan pandemik covid-19?",pos
"Wah, ini malah nambah masalah. Saat ini bukan saatnya nyinyir. Bukankah pemerintah sudah menghimbau rakyat indonesia untuk bersatu dan bergotongroyong melawan pandemik covid-19?",pos
Waduh... Sampeyan belum paham dampak Lockdown pada ekonomi rumahtangga ?  Semua orang akan dirumahkan.. Buruh harian golek duit dari mana ?  2 minggu Lockdown = Direct Hit pada pendapatan mereka.. https://twitter.com/caknawa/status/1238625952466231296Ã‚Â Ã¢â‚¬Â¦,pos
"Waduh waduh .... Mengabaikan semua himbauan pemerintah pusat .... Meliburkan sekolah dan ASN itu tujuannya untuk memperlambat perkembangan covid 19 pak, soalnya blm ada vaksinnya . Kalo tiba tiba langsung banyak yg terpapar kan jadi bingung ngobatinnya ....",pos
"Wabah virus Covid-19 memberi pelajaran semestinya pemerintah Indonesia tidak lagi mengandalkan barang impor. tujuannya, supaya petani kita dapat menikmati hasilnya. Selain itu, meningkatkan daya beli rakyat dan batasi impor. #PetaniPenolongNegerihttps://m.republika.co.id/berita/q7he3t430/gp-ansor-ingatkan-kepastian-ketersediaan-bahan-pokokÃ‚Â Ã¢â‚¬Â¦",neu
WABAH VIRUS CORONA Tidak akan pernah BERAKHIR jika Pemerintah tidak Melarang Warga CHINA TETAP MASUK ke INDONESIA...mau sampai Kapan Sholat diRumah? Ajal manusia sudah Pasti mau dia Sholat di Rumah ataupun Sholat berjamaah di MESJID... Takutlah kepada ALLAH dan bukan covid 19.,neg
WABAH VIRUS CORONA Tidak akan pernah BERAKHIR jika Pemerintah tidak Melarang Warga CHINA TETAP MASUK ke INDONESIA...mau sampai Kapan Sholat diRumah? Ajal manusia sudah Pasti mau dia Sholat di Rumah ataupun Sholat berjamaah di MESJID... Takutlah kepada ALLAH dan bukan covid 19.,neg
"wabah pandemi butuh penanganan. walaupun presiden tidak menyatakan lock down, tapi arahan strategis harus segera diumumkan, agar tidak merebak lebih luas. yang tidak berpotensi pun, bisa terkena dampak dan lebih bahaya.",neu
"Wabah hanya bisa dicontain, jika seluruh pemerintah punya strategi sama persis: home lockdown 2-8minggu.  Jika tidak, hanya bs mitigasi dampak.",neg
Wabah covid-19 seakan mensugesti pikiran kita warga indonesia apa yg ditakuti beneran terjadi.  Menurut saya pemerintah dan media terlalu over dalam memberitahukan rakyatnya tentang dampak virus corona seakan menakut nakuti mereka.,neg
Wabah covid-19 seakan mensugesti pikiran kita warga indonesia apa yg ditakuti beneran terjadi.  Menurut saya pemerintah dan media terlalu over dalam memberitahukan rakyatnya tentang dampak virus corona seakan menakut nakuti mereka.,neg
Wabah Covid-19 merajalela dengan cepat di Indonesia akibat kepongahan pemerintah pusat. Sedari awal pemerintah pusat menganggap enteng apalagi menteri2 ngomongnya asbun. Salah Anies juga?,neg
"Wabah Covid-19 masih melanda Indonesia, jadi tetaplah tinggal di rumah sesuai anjuran pemerintah, serta jangan lupa terapkan perilaku hidup bersih dan sehat (PHBS) ya!  Salah satu cara menjaga kesehatan sobat ternakÃ¢â‚¬Â¦ https://www.instagram.com/p/B-jhMHmJn3t/?igshid=1w6eoigyojexnÃ‚Â Ã¢â‚¬Â¦",pos
"Wabah covid-19 ini banyak dampak bagi semua, termasik karyawan yg terkena PHK dari tempat kerjanya, aku ingin bertanya, Bagaimana sih mengatasi PHK saat pandemi corona, agar kita tetap mendapatkan pemasukan/pendapatan? #COVIDÃ£Æ’Â¼19 #COVID__19 #psbb #karantina #lockdown #indonesia",neg
wabah covid-19 ini bahaya garagara sangat mudah untuk menular dan telah menghilangkan ribuan nyawa dan indonesia masih santai pemerintah enjoy dengan menutupi nya masyarakat santuy dengan liburannya mungkin bukan hal yg salah kalo semua org nya sehat tidak terdampak covid-19,neg
"WABAH COVID-19  -Di China, rakyatnya saling menguatkan, mereka pakai slayer yg ada bendera China dan saling tolong-menolong. -Di Italia, setiap jendela rumah penduduk dipasang bendera Italia, untuk saling menguatkan. -Di Indonesia, digunakan cara untuk menjatuhkan Pemerintah.",pos
"WABAH COVID-19  -Di China, rakyatnya saling menguatkan, mereka pakai slayer yg ada bendera China dan saling tolong-menolong. -Di Italia, setiap jendela rumah penduduk dipasang bendera Italia, untuk saling menguatkan. -Di Indonesia, digunakan cara untuk menjatuhkan Pemerintah.",pos
